p,n,m,w,Avg Time,Min Time,Max Time,Found feasible,Found infeasible,Avg Obj,Min Obj,Max Obj
20,20,8,0.9,0.2717220425605774,0.26027846336364746,0.31113314628601074,0,20,-1,-1,-1
20,20,9,0.1,0.13459845781326293,0.0713813304901123,0.20148110389709473,20,0,38.5,34.0,42.0
20,20,9,0.2,0.5937568426132203,0.11170840263366699,1.4769673347473145,8,12,95.0,75.0,112.0
20,20,9,0.3,0.1410815715789795,0.13460111618041992,0.15957403182983398,0,20,-1,-1,-1
20,20,9,0.4,0.18663125038146972,0.1774907112121582,0.19248032569885254,0,20,-1,-1,-1
20,20,9,0.5,0.2628574728965759,0.2572448253631592,0.2720832824707031,0,20,-1,-1,-1
20,20,9,0.6,0.34271169900894166,0.33107852935791016,0.38497042655944824,0,20,-1,-1,-1
20,20,9,0.7,0.5105786919593811,0.4567892551422119,0.5766756534576416,0,20,-1,-1,-1
20,20,9,0.8,0.6044061541557312,0.5893993377685547,0.6272947788238525,0,20,-1,-1,-1
20,20,9,0.9,0.4236018657684326,0.384934663772583,0.46584105491638184,0,20,-1,-1,-1
20,20,10,0.1,0.13684076070785522,0.09250998497009277,0.21545672416687012,20,0,38.25,33.0,47.0
20,20,10,0.2,2.1648341536521913,0.5545172691345215,3.046849250793457,20,0,90.7,62.0,115.0
20,20,10,0.3,0.2029249668121338,0.19643545150756836,0.23636746406555176,0,20,-1,-1,-1
20,20,10,0.4,0.2605325698852539,0.25627994537353516,0.2702791690826416,0,20,-1,-1,-1
20,20,10,0.5,0.3229893684387207,0.3161189556121826,0.3313126564025879,0,20,-1,-1,-1
20,20,10,0.6,0.4252638578414917,0.40572381019592285,0.45873522758483887,0,20,-1,-1,-1
20,20,10,0.7,0.5904031753540039,0.552523136138916,0.6184287071228027,0,20,-1,-1,-1
20,20,10,0.8,0.7326442241668701,0.7140507698059082,0.7547643184661865,0,20,-1,-1,-1
20,20,10,0.9,0.6048926949501038,0.5566868782043457,0.6622390747070312,0,20,-1,-1,-1
20,25,3,0.1,0.016010737419128417,0.013695716857910156,0.01891493797302246,0,20,-1,-1,-1
20,25,3,0.2,0.021452569961547853,0.01953577995300293,0.024933338165283203,0,20,-1,-1,-1
20,25,3,0.3,0.02751646041870117,0.02587127685546875,0.029937267303466797,0,20,-1,-1,-1
20,25,3,0.4,0.03503429889678955,0.03287911415100098,0.03691244125366211,0,20,-1,-1,-1
20,25,3,0.5,0.043619608879089354,0.040787696838378906,0.04962468147277832,0,20,-1,-1,-1
20,25,3,0.6,0.051844096183776854,0.04883408546447754,0.05488848686218262,0,20,-1,-1,-1
20,25,3,0.7,0.0555414080619812,0.05171704292297363,0.06340932846069336,0,20,-1,-1,-1
20,25,3,0.8,0.06160159111022949,0.057752370834350586,0.06685042381286621,0,20,-1,-1,-1
20,25,3,0.9,0.06921267509460449,0.06482648849487305,0.07480072975158691,0,20,-1,-1,-1
20,25,4,0.1,0.046871614456176755,0.02386331558227539,0.17848563194274902,3,17,60.0,56.0,67.0
20,25,4,0.2,0.03981869220733643,0.03783011436462402,0.042818546295166016,0,20,-1,-1,-1
20,25,4,0.3,0.05099533796310425,0.04652881622314453,0.05589890480041504,0,20,-1,-1,-1
20,25,4,0.4,0.06295988559722901,0.05884122848510742,0.06678581237792969,0,20,-1,-1,-1
20,25,4,0.5,0.07869069576263428,0.07377982139587402,0.08377480506896973,0,20,-1,-1,-1
20,25,4,0.6,0.10448335409164429,0.09770059585571289,0.11222457885742188,0,20,-1,-1,-1
20,25,4,0.7,0.1191318154335022,0.10394120216369629,0.1426234245300293,0,20,-1,-1,-1
20,25,4,0.8,0.11118029356002808,0.10668158531188965,0.11938142776489258,0,20,-1,-1,-1
20,25,4,0.9,0.12398658990859986,0.12037491798400879,0.12966299057006836,0,20,-1,-1,-1
20,25,5,0.1,0.1784124493598938,0.07783007621765137,0.20943951606750488,20,0,58.05,47.0,66.0
20,25,5,0.2,0.05684682130813599,0.053801536560058594,0.06184577941894531,0,20,-1,-1,-1
20,25,5,0.3,0.07942303419113159,0.07575058937072754,0.08375239372253418,0,20,-1,-1,-1
20,25,5,0.4,0.09787641763687134,0.09072184562683105,0.1046907901763916,0,20,-1,-1,-1
20,25,5,0.5,0.11985640525817871,0.11763501167297363,0.12363362312316895,0,20,-1,-1,-1
20,25,5,0.6,0.16487114429473876,0.15355277061462402,0.17549490928649902,0,20,-1,-1,-1
20,25,5,0.7,0.23246642351150512,0.2114086151123047,0.24791550636291504,0,20,-1,-1,-1
20,25,5,0.8,0.18077250719070434,0.15959906578063965,0.21741938591003418,0,20,-1,-1,-1
20,25,5,0.9,0.18569148778915406,0.17748665809631348,0.19450116157531738,0,20,-1,-1,-1
20,25,6,0.1,0.20854867696762086,0.15259933471679688,0.3330705165863037,20,0,57.8,49.0,67.0
20,25,6,0.2,0.08747432231903077,0.07482028007507324,0.12370038032531738,0,20,-1,-1,-1
20,25,6,0.3,0.11928175687789917,0.10671162605285645,0.14261841773986816,0,20,-1,-1,-1
20,25,6,0.4,0.1541511297225952,0.14159464836120605,0.17353558540344238,0,20,-1,-1,-1
20,25,6,0.5,0.18331986665725708,0.16655516624450684,0.21239638328552246,0,20,-1,-1,-1
20,25,6,0.6,0.24140422344207763,0.2323453426361084,0.25927233695983887,0,20,-1,-1,-1
20,25,6,0.7,0.40680512189865115,0.38893604278564453,0.4258608818054199,0,20,-1,-1,-1
20,25,6,0.8,0.3058621048927307,0.26525402069091797,0.33583569526672363,0,20,-1,-1,-1
20,25,6,0.9,0.2727691292762756,0.2682464122772217,0.28191637992858887,0,20,-1,-1,-1
20,25,7,0.1,0.24582152366638182,0.18847417831420898,0.33507204055786133,20,0,57.7,51.0,62.0
20,25,7,0.2,0.10817679166793823,0.10471796989440918,0.11093854904174805,0,20,-1,-1,-1
20,25,7,0.3,0.1510702848434448,0.14461541175842285,0.15953874588012695,0,20,-1,-1,-1
20,25,7,0.4,0.20431331396102906,0.19643664360046387,0.21253037452697754,0,20,-1,-1,-1
20,25,7,0.5,0.25613631010055543,0.2473006248474121,0.26126718521118164,0,20,-1,-1,-1
20,25,7,0.6,0.32866989374160765,0.3155033588409424,0.34908008575439453,0,20,-1,-1,-1
20,25,7,0.7,0.5792585611343384,0.5495989322662354,0.6482300758361816,0,20,-1,-1,-1
20,25,7,0.8,0.5067452669143677,0.46476292610168457,0.5512933731079102,0,20,-1,-1,-1
20,25,7,0.9,0.37279611825942993,0.3664095401763916,0.3869929313659668,0,20,-1,-1,-1
20,25,8,0.1,0.2768247127532959,0.11983680725097656,0.4717400074005127,20,0,56.6,44.0,63.0
20,25,8,0.2,0.14191040992736817,0.13460564613342285,0.14862871170043945,0,20,-1,-1,-1
20,25,8,0.3,0.22002899646759033,0.19443941116333008,0.2772557735443115,0,20,-1,-1,-1
20,25,8,0.4,0.2797702789306641,0.26226329803466797,0.3380594253540039,0,20,-1,-1,-1
20,25,8,0.5,0.34927538633346555,0.33905768394470215,0.37201905250549316,0,20,-1,-1,-1
20,25,8,0.6,0.43451987504959105,0.41983652114868164,0.44676756858825684,0,20,-1,-1,-1
20,25,8,0.7,0.7413650751113892,0.6738886833190918,0.8068041801452637,0,20,-1,-1,-1
20,25,8,0.8,0.7686901926994324,0.741011381149292,0.7919645309448242,0,20,-1,-1,-1
20,25,8,0.9,0.4941878437995911,0.48576927185058594,0.5305740833282471,0,20,-1,-1,-1
20,25,9,0.1,0.3112907290458679,0.19544172286987305,0.5844223499298096,20,0,56.0,51.0,63.0
20,25,9,0.2,0.19053572416305542,0.1795508861541748,0.19647979736328125,0,20,-1,-1,-1
20,25,9,0.3,0.2563350796699524,0.2522890567779541,0.2652904987335205,0,20,-1,-1,-1
20,25,9,0.4,0.3405751705169678,0.33501267433166504,0.34677791595458984,0,20,-1,-1,-1
20,25,9,0.5,0.4584857225418091,0.43483781814575195,0.5007107257843018,0,20,-1,-1,-1
20,25,9,0.6,0.5741330742835998,0.5445444583892822,0.6392900943756104,0,20,-1,-1,-1
20,25,9,0.7,0.9310827732086182,0.8606781959533691,1.0032892227172852,0,20,-1,-1,-1
20,25,9,0.8,0.9567267417907714,0.9384312629699707,0.9873790740966797,0,20,-1,-1,-1
20,25,9,0.9,0.6609632015228272,0.636277437210083,0.7559797763824463,0,20,-1,-1,-1
20,25,10,0.1,0.44393008947372437,0.24331426620483398,0.8685746192932129,20,0,57.25,52.0,65.0
20,25,10,0.2,7.459643840789795,3.9544239044189453,9.06578016281128,0,20,-1,-1,-1
20,25,10,0.3,0.32182060480117797,0.31617116928100586,0.3344733715057373,0,20,-1,-1,-1
20,25,10,0.4,0.42578510046005247,0.42122340202331543,0.43381619453430176,0,20,-1,-1,-1
20,25,10,0.5,0.544495964050293,0.5355641841888428,0.5625412464141846,0,20,-1,-1,-1
20,25,10,0.6,0.761268424987793,0.7130937576293945,0.8587026596069336,0,20,-1,-1,-1
20,25,10,0.7,1.1365834474563599,1.0426762104034424,1.2366538047790527,0,20,-1,-1,-1
20,25,10,0.8,1.165731382369995,1.131005048751831,1.1978135108947754,0,20,-1,-1,-1
20,25,10,0.9,0.8973423719406128,0.7979929447174072,1.0471971035003662,0,20,-1,-1,-1
20,30,3,0.1,0.02503143548965454,0.020840883255004883,0.0379033088684082,0,20,-1,-1,-1
20,30,3,0.2,0.02885289192199707,0.026889324188232422,0.031891584396362305,0,20,-1,-1,-1
20,30,3,0.3,0.03916000127792359,0.03686261177062988,0.04328799247741699,0,20,-1,-1,-1
20,30,3,0.4,0.04979729652404785,0.04774284362792969,0.05287885665893555,0,20,-1,-1,-1
20,30,3,0.5,0.06327664852142334,0.05881452560424805,0.0697786808013916,0,20,-1,-1,-1
20,30,3,0.6,0.07510459423065186,0.0682516098022461,0.08180522918701172,0,20,-1,-1,-1
20,30,3,0.7,0.0779288649559021,0.07281637191772461,0.08391332626342773,0,20,-1,-1,-1
20,30,3,0.8,0.08735144138336182,0.08178091049194336,0.09376215934753418,0,20,-1,-1,-1
20,30,3,0.9,0.09797699451446533,0.09171772003173828,0.10771822929382324,0,20,-1,-1,-1
20,30,4,0.1,0.03307363986968994,0.030879735946655273,0.03590583801269531,0,20,-1,-1,-1
20,30,4,0.2,0.05381908416748047,0.05008578300476074,0.056848764419555664,0,20,-1,-1,-1
20,30,4,0.3,0.0690384864807129,0.06382918357849121,0.07480049133300781,0,20,-1,-1,-1
20,30,4,0.4,0.0874262809753418,0.08270001411437988,0.0937490463256836,0,20,-1,-1,-1
20,30,4,0.5,0.11361085176467896,0.10967087745666504,0.11865949630737305,0,20,-1,-1,-1
20,30,4,0.6,0.16709516048431397,0.15160036087036133,0.18447208404541016,0,20,-1,-1,-1
20,30,4,0.7,0.15935888290405273,0.13859009742736816,0.18151450157165527,0,20,-1,-1,-1
20,30,4,0.8,0.15357016324996947,0.1465747356414795,0.16277074813842773,0,20,-1,-1,-1
20,30,4,0.9,0.1737261652946472,0.16450881958007812,0.19148731231689453,0,20,-1,-1,-1
20,30,5,0.1,0.07429237365722656,0.04683661460876465,0.24634146690368652,3,17,88.0,81.0,97.0
20,30,5,0.2,0.07947638034820556,0.07480382919311523,0.08675241470336914,0,20,-1,-1,-1
20,30,5,0.3,0.11467468738555908,0.11166596412658691,0.11764979362487793,0,20,-1,-1,-1
20,30,5,0.4,0.14051932096481323,0.13164210319519043,0.14856672286987305,0,20,-1,-1,-1
20,30,5,0.5,0.18321083784103392,0.1754908561706543,0.19148731231689453,0,20,-1,-1,-1
20,30,5,0.6,0.2687350034713745,0.2557492256164551,0.2899892330169678,0,20,-1,-1,-1
20,30,5,0.7,0.3299923539161682,0.31113290786743164,0.35419702529907227,0,20,-1,-1,-1
20,30,5,0.8,0.25928654670715334,0.2373669147491455,0.31415867805480957,0,20,-1,-1,-1
20,30,5,0.9,0.29106893539428713,0.26927876472473145,0.3251302242279053,0,20,-1,-1,-1
20,30,6,0.1,0.8055635333061218,0.3782157897949219,1.3314392566680908,20,0,86.15,72.0,100.0
20,30,6,0.2,0.11428086757659912,0.11075210571289062,0.13031816482543945,0,20,-1,-1,-1
20,30,6,0.3,0.16106683015823364,0.15453267097473145,0.17150259017944336,0,20,-1,-1,-1
20,30,6,0.4,0.22444303035736085,0.21043682098388672,0.23407864570617676,0,20,-1,-1,-1
20,30,6,0.5,0.27392882108688354,0.26828503608703613,0.28472256660461426,0,20,-1,-1,-1
20,30,6,0.6,0.38158092498779295,0.36304187774658203,0.4109020233154297,0,20,-1,-1,-1
20,30,6,0.7,0.5897128462791443,0.5619335174560547,0.6053798198699951,0,20,-1,-1,-1
20,30,6,0.8,0.40574331283569337,0.3571949005126953,0.4617733955383301,0,20,-1,-1,-1
20,30,6,0.9,0.4113908290863037,0.39074063301086426,0.45478343963623047,0,20,-1,-1,-1
20,30,7,0.1,1.847214949131012,0.6781857013702393,2.8942596912384033,20,0,83.45,74.0,90.0
20,30,7,0.2,0.15634315013885497,0.1473226547241211,0.19148731231689453,0,20,-1,-1,-1
20,30,7,0.3,0.22588011026382446,0.2223951816558838,0.23035311698913574,0,20,-1,-1,-1
20,30,7,0.4,0.30279299020767214,0.2981760501861572,0.3181145191192627,0,20,-1,-1,-1
20,30,7,0.5,0.4067512035369873,0.3817472457885742,0.45977020263671875,0,20,-1,-1,-1
20,30,7,0.6,0.5179922223091126,0.4857029914855957,0.5525405406951904,0,20,-1,-1,-1
20,30,7,0.7,0.8030766606330871,0.770920991897583,0.8240189552307129,0,20,-1,-1,-1
20,30,7,0.8,0.6928269743919373,0.6193079948425293,0.7609455585479736,0,20,-1,-1,-1
20,30,7,0.9,0.5472741007804871,0.5446107387542725,0.5546467304229736,0,20,-1,-1,-1
20,30,8,0.1,4.227254116535187,0.6402356624603271,16.982059001922607,20,0,83.1,69.0,92.0
20,30,8,0.2,0.20939575433731078,0.20142674446105957,0.24135494232177734,0,20,-1,-1,-1
20,30,8,0.3,0.2974266767501831,0.293179988861084,0.3002772331237793,0,20,-1,-1,-1
20,30,8,0.4,0.3987183690071106,0.3909595012664795,0.40988779067993164,0,20,-1,-1,-1
20,30,8,0.5,0.5290798068046569,0.5146803855895996,0.5485339164733887,0,20,-1,-1,-1
20,30,8,0.6,0.6848498940467834,0.6492860317230225,0.7390141487121582,0,20,-1,-1,-1
20,30,8,0.7,1.0628964304924011,1.0152840614318848,1.1412148475646973,0,20,-1,-1,-1
20,30,8,0.8,1.1266945123672485,1.0731496810913086,1.165548324584961,0,20,-1,-1,-1
20,30,8,0.9,0.7306928753852844,0.7220025062561035,0.7472476959228516,0,20,-1,-1,-1
20,30,9,0.1,3.7821987748146055,0.8785738945007324,15.979259967803955,20,0,81.4,73.0,92.0
20,30,9,0.2,0.5420644402503967,0.26674342155456543,5.47432279586792,0,20,-1,-1,-1
20,30,9,0.3,0.3985745429992676,0.37902259826660156,0.4570956230163574,0,20,-1,-1,-1
20,30,9,0.4,0.5123792052268982,0.5076024532318115,0.5183393955230713,0,20,-1,-1,-1
20,30,9,0.5,0.6687272667884827,0.6572089195251465,0.6941182613372803,0,20,-1,-1,-1
20,30,9,0.6,0.8830108046531677,0.8596808910369873,0.9227793216705322,0,20,-1,-1,-1
20,30,9,0.7,1.3623574137687684,1.3093066215515137,1.4494521617889404,0,20,-1,-1,-1
20,30,9,0.8,1.4054875135421754,1.3862888813018799,1.4461143016815186,0,20,-1,-1,-1
20,30,9,0.9,0.9662135243415833,0.9464333057403564,1.0352184772491455,0,20,-1,-1,-1
20,30,10,0.1,6.078371965885163,1.368340015411377,17.65594792366028,20,0,80.5,73.0,91.0
20,30,10,0.2,14.263552618026733,7.784463405609131,19.37315320968628,0,20,-1,-1,-1
20,30,10,0.3,0.48565380573272704,0.47768664360046387,0.4992489814758301,0,20,-1,-1,-1
20,30,10,0.4,0.6454944968223572,0.6402797698974609,0.6594305038452148,0,20,-1,-1,-1
20,30,10,0.5,0.8323275566101074,0.818352222442627,0.844740629196167,0,20,-1,-1,-1
20,30,10,0.6,1.1453948497772217,1.0954134464263916,1.2277159690856934,0,20,-1,-1,-1
20,30,10,0.7,1.7624061584472657,1.6894209384918213,1.8111357688903809,0,20,-1,-1,-1
20,30,10,0.8,1.7560731768608093,1.7035903930664062,1.9049029350280762,0,20,-1,-1,-1
20,30,10,0.9,1.2739542126655579,1.2177982330322266,1.3852972984313965,0,20,-1,-1,-1
20,35,3,0.1,0.027320873737335206,0.022929906845092773,0.029920101165771484,0,20,-1,-1,-1
20,35,3,0.2,0.037789785861968996,0.034935712814331055,0.04090595245361328,0,20,-1,-1,-1
20,35,3,0.3,0.05185613632202148,0.04883384704589844,0.057845354080200195,0,20,-1,-1,-1
20,35,3,0.4,0.06772086620330811,0.06382966041564941,0.07276558876037598,0,20,-1,-1,-1
20,35,3,0.5,0.08645787239074706,0.08108186721801758,0.09175491333007812,0,20,-1,-1,-1
20,35,3,0.6,0.10356924533843995,0.09471249580383301,0.1166532039642334,0,20,-1,-1,-1
20,35,3,0.7,0.1059080719947815,0.10169267654418945,0.11076164245605469,0,20,-1,-1,-1
20,35,3,0.8,0.12114840745925903,0.11764740943908691,0.12763071060180664,0,20,-1,-1,-1
20,35,3,0.9,0.13325891494750977,0.12854933738708496,0.13763785362243652,0,20,-1,-1,-1
20,35,4,0.1,0.04224801063537598,0.04036450386047363,0.04490947723388672,0,20,-1,-1,-1
20,35,4,0.2,0.07181036472320557,0.06678175926208496,0.07582402229309082,0,20,-1,-1,-1
20,35,4,0.3,0.09506452083587646,0.0857689380645752,0.11765575408935547,0,20,-1,-1,-1
20,35,4,0.4,0.12377535104751587,0.11764669418334961,0.14561104774475098,0,20,-1,-1,-1
20,35,4,0.5,0.16492830514907836,0.15450167655944824,0.20840668678283691,0,20,-1,-1,-1
20,35,4,0.6,0.26182687282562256,0.23357534408569336,0.3011600971221924,0,20,-1,-1,-1
20,35,4,0.7,0.2095402956008911,0.19649171829223633,0.23035621643066406,0,20,-1,-1,-1
20,35,4,0.8,0.21423784494400025,0.20940518379211426,0.21941375732421875,0,20,-1,-1,-1
20,35,4,0.9,0.24019986391067505,0.2363440990447998,0.24634027481079102,0,20,-1,-1,-1
20,35,5,0.1,0.06470292806625366,0.06081819534301758,0.07283473014831543,0,20,-1,-1,-1
20,35,5,0.2,0.10867358446121216,0.10473990440368652,0.11272144317626953,0,20,-1,-1,-1
20,35,5,0.3,0.15826220512390138,0.1475684642791748,0.17353558540344238,0,20,-1,-1,-1
20,35,5,0.4,0.19806476831436157,0.1894073486328125,0.23836159706115723,0,20,-1,-1,-1
20,35,5,0.5,0.25943163633346555,0.2532236576080322,0.27024221420288086,0,20,-1,-1,-1
20,35,5,0.6,0.4234078049659729,0.38696765899658203,0.4617345333099365,0,20,-1,-1,-1
20,35,5,0.7,0.42779037952423093,0.4009277820587158,0.45738649368286133,0,20,-1,-1,-1
20,35,5,0.8,0.3385762214660645,0.3330874443054199,0.3600020408630371,0,20,-1,-1,-1
20,35,5,0.9,0.3855894923210144,0.37051892280578613,0.4218719005584717,0,20,-1,-1,-1
20,35,6,0.1,0.4899590492248535,0.09772324562072754,1.8550348281860352,1,19,124.0,124.0,124.0
20,35,6,0.2,0.15340876579284668,0.14746356010437012,0.15945124626159668,0,20,-1,-1,-1
20,35,6,0.3,0.2301602840423584,0.2253575325012207,0.24630212783813477,0,20,-1,-1,-1
20,35,6,0.4,0.30828306674957273,0.30016207695007324,0.32317161560058594,0,20,-1,-1,-1
20,35,6,0.5,0.38465715646743776,0.3739659786224365,0.4047684669494629,0,20,-1,-1,-1
20,35,6,0.6,0.5957473635673523,0.5674474239349365,0.6542949676513672,0,20,-1,-1,-1
20,35,6,0.7,0.8048308968544007,0.7749190330505371,0.8307397365570068,0,20,-1,-1,-1
20,35,6,0.8,0.5666175603866577,0.4867110252380371,0.6582403182983398,0,20,-1,-1,-1
20,35,6,0.9,0.5539916157722473,0.5484127998352051,0.5637509822845459,0,20,-1,-1,-1
20,35,7,0.1,8.38647449016571,5.542176723480225,16.417088985443115,15,5,127.06666666666666,106.0,144.0
20,35,7,0.2,0.216342294216156,0.2104325294494629,0.2453465461730957,0,20,-1,-1,-1
20,35,7,0.3,0.3262136220932007,0.310469388961792,0.3603999614715576,0,20,-1,-1,-1
20,35,7,0.4,0.44385126829147337,0.4228689670562744,0.5176475048065186,0,20,-1,-1,-1
20,35,7,0.5,0.5488792419433594,0.5315768718719482,0.5627143383026123,0,20,-1,-1,-1
20,35,7,0.6,0.7866989970207214,0.7489211559295654,0.8437783718109131,0,20,-1,-1,-1
20,35,7,0.7,1.0904794216156006,1.0721323490142822,1.1327075958251953,0,20,-1,-1,-1
20,35,7,0.8,0.9253603696823121,0.7889759540557861,1.0880577564239502,0,20,-1,-1,-1
20,35,7,0.9,0.774762237071991,0.7699053287506104,0.7859125137329102,0,20,-1,-1,-1
20,35,8,0.1,49.51978996992111,26.67431616783142,70.95221376419067,20,0,120.55,110.0,131.0
20,35,8,0.2,0.28653539419174195,0.2812471389770508,0.313016414642334,0,20,-1,-1,-1
20,35,8,0.3,0.41838988065719607,0.41343164443969727,0.42978382110595703,0,20,-1,-1,-1
20,35,8,0.4,0.576148509979248,0.5675029754638672,0.5903196334838867,0,20,-1,-1,-1
20,35,8,0.5,0.7981519341468811,0.7480204105377197,0.877652645111084,0,20,-1,-1,-1
20,35,8,0.6,1.0380905628204347,0.995356559753418,1.091543436050415,0,20,-1,-1,-1
20,35,8,0.7,1.4388399839401245,1.4211883544921875,1.4655961990356445,0,20,-1,-1,-1
20,35,8,0.8,1.5278955101966858,1.4211795330047607,1.6814775466918945,0,20,-1,-1,-1
20,35,8,0.9,1.0483993887901306,1.0322985649108887,1.0801312923431396,0,20,-1,-1,-1
20,35,9,0.1,85.52868543863296,35.46214723587036,221.10360026359558,20,0,113.5,105.0,124.0
20,35,9,0.2,0.771033239364624,0.37297773361206055,8.219069004058838,0,20,-1,-1,-1
20,35,9,0.3,0.5866733670234681,0.5432393550872803,0.6781508922576904,0,20,-1,-1,-1
20,35,9,0.4,0.7552332043647766,0.7300534248352051,0.7788817882537842,0,20,-1,-1,-1
20,35,9,0.5,0.9786803960800171,0.9554183483123779,1.0186028480529785,0,20,-1,-1,-1
20,35,9,0.6,1.32203551530838,1.2633695602416992,1.4361989498138428,0,20,-1,-1,-1
20,35,9,0.7,1.84755277633667,1.807166337966919,1.9427640438079834,0,20,-1,-1,-1
20,35,9,0.8,1.9910791158676147,1.9178454875946045,2.1380903720855713,0,20,-1,-1,-1
20,35,9,0.9,1.3658262133598327,1.3463985919952393,1.3876111507415771,0,20,-1,-1,-1
20,35,10,0.1,128.30933476686477,21.455122232437134,426.2693841457367,20,0,112.7,99.0,122.0
20,35,10,0.2,17.511455070972442,11.66284465789795,28.36562705039978,0,20,-1,-1,-1
20,35,10,0.3,0.7095268130302429,0.6932225227355957,0.741018533706665,0,20,-1,-1,-1
20,35,10,0.4,0.9386590361595154,0.9252383708953857,0.9594337940216064,0,20,-1,-1,-1
20,35,10,0.5,1.2207831859588623,1.189781904220581,1.3168871402740479,0,20,-1,-1,-1
20,35,10,0.6,1.6796081066131592,1.6096947193145752,1.875962734222412,0,20,-1,-1,-1
20,35,10,0.7,2.4606802582740785,2.3327527046203613,2.568101406097412,0,20,-1,-1,-1
20,35,10,0.8,2.469111943244934,2.409515380859375,2.713775157928467,0,20,-1,-1,-1
20,35,10,0.9,1.790260660648346,1.7610704898834229,1.8990988731384277,0,20,-1,-1,-1
