p,n,m,w,Avg Time,Min Time,Max Time,Found feasible,Found infeasible,Avg Obj,Min Obj,Max Obj
20,10,5,0.1,0.011895406246185302,0.009950399398803711,0.014961004257202148,20,0,13.9,11.0,16.0
20,10,5,0.2,0.02880847454071045,0.014942169189453125,0.11091184616088867,20,0,20.0,15.0,22.0
20,10,5,0.3,0.01739414930343628,0.015492439270019531,0.019947052001953125,8,12,27.375,22.0,34.0
20,10,5,0.4,0.020275163650512695,0.017946958541870117,0.023906469345092773,0,20,-1,-1,-1
20,10,5,0.5,0.021951770782470702,0.018946170806884766,0.023901939392089844,0,20,-1,-1,-1
20,10,5,0.6,0.024072229862213135,0.02090764045715332,0.02894139289855957,0,20,-1,-1,-1
20,10,5,0.7,0.027164745330810546,0.02492070198059082,0.029920101165771484,0,20,-1,-1,-1
20,10,5,0.8,0.03278796672821045,0.028895139694213867,0.03690218925476074,0,20,-1,-1,-1
20,10,5,0.9,0.03185362815856933,0.028883695602416992,0.035930633544921875,0,20,-1,-1,-1
20,10,6,0.1,0.013541328907012939,0.011009931564331055,0.018445730209350586,20,0,13.85,10.0,16.0
20,10,6,0.2,0.03566232919692993,0.01693415641784668,0.11369538307189941,20,0,20.1,14.0,27.0
20,10,6,0.3,0.06943042278289795,0.02094554901123047,0.17063164710998535,17,3,30.941176470588236,24.0,43.0
20,10,6,0.4,0.026421666145324707,0.022934675216674805,0.02892327308654785,0,20,-1,-1,-1
20,10,6,0.5,0.030550098419189452,0.027884960174560547,0.03493094444274902,0,20,-1,-1,-1
20,10,6,0.6,0.03335171937942505,0.03088068962097168,0.03590559959411621,0,20,-1,-1,-1
20,10,6,0.7,0.03859293460845947,0.035759925842285156,0.04285073280334473,0,20,-1,-1,-1
20,10,6,0.8,0.0503117561340332,0.04477739334106445,0.05581378936767578,0,20,-1,-1,-1
20,10,6,0.9,0.04468091726303101,0.03888750076293945,0.0495603084564209,0,20,-1,-1,-1
20,10,7,0.1,0.015102136135101318,0.012926340103149414,0.01994633674621582,20,0,14.25,11.0,18.0
20,10,7,0.2,0.04059478044509888,0.020344257354736328,0.0967414379119873,20,0,20.35,14.0,26.0
20,10,7,0.3,0.12919572591781617,0.03586864471435547,0.17050504684448242,20,0,30.4,24.0,40.0
20,10,7,0.4,0.033111953735351564,0.030889034271240234,0.036900997161865234,0,20,-1,-1,-1
20,10,7,0.5,0.039011013507843015,0.03678154945373535,0.041893720626831055,0,20,-1,-1,-1
20,10,7,0.6,0.0464880108833313,0.043761253356933594,0.051833152770996094,0,20,-1,-1,-1
20,10,7,0.7,0.05336903333663941,0.049831390380859375,0.05825376510620117,0,20,-1,-1,-1
20,10,7,0.8,0.07432422637939454,0.06971335411071777,0.08276057243347168,0,20,-1,-1,-1
20,10,7,0.9,0.066461181640625,0.05681109428405762,0.07480168342590332,0,20,-1,-1,-1
20,10,8,0.1,0.01772254705429077,0.014920473098754883,0.02094435691833496,20,0,13.55,11.0,16.0
20,10,8,0.2,0.04067041873931885,0.024898529052734375,0.10569238662719727,20,0,19.0,15.0,23.0
20,10,8,0.3,0.11584724187850952,0.045929908752441406,0.17352008819580078,20,0,28.8,24.0,37.0
20,10,8,0.4,0.05483005046844482,0.03886270523071289,0.294189453125,1,19,39.0,39.0,39.0
20,10,8,0.5,0.049272680282592775,0.04584026336669922,0.057845354080200195,0,20,-1,-1,-1
20,10,8,0.6,0.05958821773529053,0.055646419525146484,0.06381034851074219,0,20,-1,-1,-1
20,10,8,0.7,0.06969033479690552,0.06578898429870605,0.07477307319641113,0,20,-1,-1,-1
20,10,8,0.8,0.1009905219078064,0.08474516868591309,0.11569094657897949,0,20,-1,-1,-1
20,10,8,0.9,0.09127914905548096,0.0827488899230957,0.10572385787963867,0,20,-1,-1,-1
20,10,9,0.1,0.02167412042617798,0.017926454544067383,0.029918193817138672,20,0,14.2,12.0,17.0
20,10,9,0.2,0.04601118564605713,0.031862735748291016,0.07284140586853027,20,0,19.9,15.0,23.0
20,10,9,0.3,0.14904869794845582,0.059934139251708984,0.17852258682250977,20,0,30.7,26.0,40.0
20,10,9,0.4,0.07073686122894288,0.04774141311645508,0.18447089195251465,3,17,44.0,33.0,57.0
20,10,9,0.5,0.060455572605133054,0.056777000427246094,0.0658578872680664,0,20,-1,-1,-1
20,10,9,0.6,0.07369657754898071,0.0697774887084961,0.07979226112365723,0,20,-1,-1,-1
20,10,9,0.7,0.08776971101760864,0.08277773857116699,0.09374833106994629,0,20,-1,-1,-1
20,10,9,0.8,0.131857430934906,0.11867952346801758,0.14897894859313965,0,20,-1,-1,-1
20,10,9,0.9,0.12809340953826903,0.1166527271270752,0.14258337020874023,0,20,-1,-1,-1
20,10,10,0.1,0.025247931480407715,0.02193164825439453,0.028922557830810547,20,0,13.95,11.0,17.0
20,10,10,0.2,0.04961775541305542,0.03520059585571289,0.059815168380737305,20,0,19.55,15.0,24.0
20,10,10,0.3,0.15696828365325927,0.06479144096374512,0.19051265716552734,20,0,29.8,24.0,36.0
20,10,10,0.4,0.12058210372924805,0.06178927421569824,0.19747304916381836,9,11,60.44444444444444,51.0,72.0
20,10,10,0.5,0.0758771538734436,0.07266736030578613,0.07975172996520996,0,20,-1,-1,-1
20,10,10,0.6,0.09809434413909912,0.08477449417114258,0.13962674140930176,0,20,-1,-1,-1
20,10,10,0.7,0.12200590372085571,0.10768651962280273,0.1645658016204834,0,20,-1,-1,-1
20,10,10,0.8,0.1750412702560425,0.1535937786102295,0.21738290786743164,0,20,-1,-1,-1
20,10,10,0.9,0.17410993576049805,0.15455222129821777,0.1895143985748291,0,20,-1,-1,-1
20,15,3,0.1,0.010986804962158203,0.008017301559448242,0.013963937759399414,20,0,25.45,20.0,30.0
20,15,3,0.2,0.01082097291946411,0.008978128433227539,0.012965202331542969,0,20,-1,-1,-1
20,15,3,0.3,0.012734997272491454,0.010970354080200195,0.014961004257202148,0,20,-1,-1,-1
20,15,3,0.4,0.014480364322662354,0.012968063354492188,0.018947601318359375,0,20,-1,-1,-1
20,15,3,0.5,0.017450082302093505,0.0159759521484375,0.0199129581451416,0,20,-1,-1,-1
20,15,3,0.6,0.019917106628417967,0.017952442169189453,0.02294635772705078,0,20,-1,-1,-1
20,15,3,0.7,0.02190638780593872,0.019931554794311523,0.023931503295898438,0,20,-1,-1,-1
20,15,3,0.8,0.02431807518005371,0.021953105926513672,0.02892303466796875,0,20,-1,-1,-1
20,15,3,0.9,0.02622019052505493,0.024187088012695312,0.030876874923706055,0,20,-1,-1,-1
20,15,4,0.1,0.0232477068901062,0.01197052001953125,0.05681157112121582,20,0,24.75,20.0,30.0
20,15,4,0.2,0.01745612621307373,0.015123128890991211,0.01994609832763672,0,20,-1,-1,-1
20,15,4,0.3,0.02082253694534302,0.018886804580688477,0.0239408016204834,0,20,-1,-1,-1
20,15,4,0.4,0.024327671527862547,0.022457122802734375,0.02692890167236328,0,20,-1,-1,-1
20,15,4,0.5,0.02782074213027954,0.02590036392211914,0.03088521957397461,0,20,-1,-1,-1
20,15,4,0.6,0.033752048015594484,0.03188300132751465,0.03789830207824707,0,20,-1,-1,-1
20,15,4,0.7,0.0399725079536438,0.03690195083618164,0.044855594635009766,0,20,-1,-1,-1
20,15,4,0.8,0.04212578535079956,0.0388951301574707,0.047872066497802734,0,20,-1,-1,-1
20,15,4,0.9,0.044582700729370116,0.04089164733886719,0.05583071708679199,0,20,-1,-1,-1
20,15,5,0.1,0.023983585834503173,0.01592278480529785,0.05182051658630371,20,0,24.6,20.0,28.0
20,15,5,0.2,0.030595338344573973,0.021905183792114258,0.16148829460144043,3,17,45.333333333333336,44.0,47.0
20,15,5,0.3,0.03047330379486084,0.027924537658691406,0.03291153907775879,0,20,-1,-1,-1
20,15,5,0.4,0.038415956497192386,0.035904645919799805,0.041887521743774414,0,20,-1,-1,-1
20,15,5,0.5,0.04316446781158447,0.038895606994628906,0.045877933502197266,0,20,-1,-1,-1
20,15,5,0.6,0.050157034397125246,0.04784369468688965,0.05285811424255371,0,20,-1,-1,-1
20,15,5,0.7,0.06791735887527466,0.06183505058288574,0.07878518104553223,0,20,-1,-1,-1
20,15,5,0.8,0.07284067869186402,0.0608365535736084,0.08275437355041504,0,20,-1,-1,-1
20,15,5,0.9,0.06618611812591553,0.061200618743896484,0.07181024551391602,0,20,-1,-1,-1
20,15,6,0.1,0.028999292850494386,0.019907236099243164,0.059804677963256836,20,0,25.04999999999998,22.0,30.0
20,15,6,0.2,0.14422056674957276,0.030913352966308594,0.18210315704345703,17,3,45.0,33.0,62.0
20,15,6,0.3,0.04174933433532715,0.03985905647277832,0.045881032943725586,0,20,-1,-1,-1
20,15,6,0.4,0.053269946575164796,0.04983115196228027,0.05691075325012207,0,20,-1,-1,-1
20,15,6,0.5,0.06390420198440552,0.06077003479003906,0.06983089447021484,0,20,-1,-1,-1
20,15,6,0.6,0.0736991286277771,0.06839418411254883,0.07974910736083984,0,20,-1,-1,-1
20,15,6,0.7,0.1008908987045288,0.0918264389038086,0.11268043518066406,0,20,-1,-1,-1
20,15,6,0.8,0.1252763867378235,0.11428380012512207,0.13260984420776367,0,20,-1,-1,-1
20,15,6,0.9,0.09462157487869263,0.08876657485961914,0.10867524147033691,0,20,-1,-1,-1
20,15,7,0.1,0.03213037252426147,0.02393651008605957,0.048218488693237305,20,0,24.15,19.0,28.0
20,15,7,0.2,0.17158639430999756,0.04886317253112793,0.1905515193939209,20,0,42.7,30.0,55.0
20,15,7,0.3,0.055221593379974364,0.05172133445739746,0.0578460693359375,0,20,-1,-1,-1
20,15,7,0.4,0.07001534700393677,0.0658266544342041,0.07576298713684082,0,20,-1,-1,-1
20,15,7,0.5,0.08817335367202758,0.08080887794494629,0.09773778915405273,0,20,-1,-1,-1
20,15,7,0.6,0.10420472621917724,0.09770512580871582,0.11170291900634766,0,20,-1,-1,-1
20,15,7,0.7,0.13664270639419557,0.12697315216064453,0.14875006675720215,0,20,-1,-1,-1
20,15,7,0.8,0.19603949785232544,0.18447089195251465,0.21343040466308594,0,20,-1,-1,-1
20,15,7,0.9,0.13118398189544678,0.12254834175109863,0.14557528495788574,0,20,-1,-1,-1
20,15,8,0.1,0.03993844985961914,0.029886245727539062,0.06578850746154785,20,0,24.2,20.0,28.0
20,15,8,0.2,0.2091299533843994,0.11970281600952148,0.26425719261169434,20,0,43.3,37.0,52.0
20,15,8,0.3,0.07788945436477661,0.06682085990905762,0.12067675590515137,0,20,-1,-1,-1
20,15,8,0.4,0.09168293476104736,0.08500051498413086,0.12366700172424316,0,20,-1,-1,-1
20,15,8,0.5,0.11269032955169678,0.10768294334411621,0.11871814727783203,0,20,-1,-1,-1
20,15,8,0.6,0.13733218908309935,0.1306149959564209,0.1445777416229248,0,20,-1,-1,-1
20,15,8,0.7,0.18099571466445924,0.16753315925598145,0.19539642333984375,0,20,-1,-1,-1
20,15,8,0.8,0.27706232070922854,0.2691950798034668,0.2881934642791748,0,20,-1,-1,-1
20,15,8,0.9,0.18622944355010987,0.16057133674621582,0.21454668045043945,0,20,-1,-1,-1
20,15,9,0.1,0.05062910318374634,0.03690600395202637,0.07975101470947266,20,0,24.8,21.0,30.0
20,15,9,0.2,0.19529788494110106,0.12163996696472168,0.23134565353393555,20,0,43.0,35.0,50.0
20,15,9,0.3,0.0895540952682495,0.0837399959564209,0.09873557090759277,0,20,-1,-1,-1
20,15,9,0.4,0.11324623823165894,0.11070513725280762,0.11668729782104492,0,20,-1,-1,-1
20,15,9,0.5,0.1390923261642456,0.13360357284545898,0.1486804485321045,0,20,-1,-1,-1
20,15,9,0.6,0.18190971612930298,0.16756033897399902,0.19449853897094727,0,20,-1,-1,-1
20,15,9,0.7,0.2299891233444214,0.21939754486083984,0.24630260467529297,0,20,-1,-1,-1
20,15,9,0.8,0.34359370470046996,0.33056640625,0.36621570587158203,0,20,-1,-1,-1
20,15,9,0.9,0.2531028985977173,0.20841670036315918,0.2901883125305176,0,20,-1,-1,-1
20,15,10,0.1,0.056102752685546875,0.044844865798950195,0.07675766944885254,20,0,24.15,20.0,29.0
20,15,10,0.2,0.21736847162246703,0.12865638732910156,0.2732686996459961,20,0,43.0,34.0,51.0
20,15,10,0.3,0.11142156124114991,0.10873198509216309,0.11465644836425781,0,20,-1,-1,-1
20,15,10,0.4,0.1593919038772583,0.1365218162536621,0.2014610767364502,0,20,-1,-1,-1
20,15,10,0.5,0.1790074586868286,0.164520263671875,0.22240424156188965,0,20,-1,-1,-1
20,15,10,0.6,0.21895533800125122,0.21040749549865723,0.2373967170715332,0,20,-1,-1,-1
20,15,10,0.7,0.28061847686767577,0.27124881744384766,0.29620838165283203,0,20,-1,-1,-1
20,15,10,0.8,0.4354987144470215,0.40985822677612305,0.4837164878845215,0,20,-1,-1,-1
20,15,10,0.9,0.36271491050720217,0.3179781436920166,0.4048793315887451,0,20,-1,-1,-1
20,20,3,0.1,0.012216365337371827,0.01097559928894043,0.013962984085083008,4,16,41.5,40.0,45.0
20,20,3,0.2,0.01572561264038086,0.013942956924438477,0.018950939178466797,0,20,-1,-1,-1
20,20,3,0.3,0.019567131996154785,0.017911434173583984,0.020946264266967773,0,20,-1,-1,-1
20,20,3,0.4,0.023294830322265626,0.021930456161499023,0.025889873504638672,0,20,-1,-1,-1
20,20,3,0.5,0.028796422481536865,0.026835203170776367,0.031899452209472656,0,20,-1,-1,-1
20,20,3,0.6,0.033836650848388675,0.03193330764770508,0.03590750694274902,0,20,-1,-1,-1
20,20,3,0.7,0.036652791500091556,0.03387951850891113,0.04085540771484375,0,20,-1,-1,-1
20,20,3,0.8,0.040951859951019284,0.03690361976623535,0.05086350440979004,0,20,-1,-1,-1
20,20,3,0.9,0.04465005397796631,0.04217982292175293,0.047869205474853516,0,20,-1,-1,-1
20,20,4,0.1,0.08955680131912232,0.02293848991394043,0.17058515548706055,20,0,39.9,37.0,45.0
20,20,4,0.2,0.02681068181991577,0.024813413619995117,0.029881715774536133,0,20,-1,-1,-1
20,20,4,0.3,0.03441376686096191,0.030879497528076172,0.041887521743774414,0,20,-1,-1,-1
20,20,4,0.4,0.03933558464050293,0.03685140609741211,0.04487919807434082,0,20,-1,-1,-1
20,20,4,0.5,0.04840872287750244,0.044881343841552734,0.05281853675842285,0,20,-1,-1,-1
20,20,4,0.6,0.059826982021331784,0.055811405181884766,0.06579136848449707,0,20,-1,-1,-1
20,20,4,0.7,0.07641276121139526,0.06180095672607422,0.08374643325805664,0,20,-1,-1,-1
20,20,4,0.8,0.06948938369750976,0.06479191780090332,0.07879424095153809,0,20,-1,-1,-1
20,20,4,0.9,0.07595559358596801,0.07184314727783203,0.07977151870727539,0,20,-1,-1,-1
20,20,5,0.1,0.11596864461898804,0.025917768478393555,0.17359066009521484,20,0,39.05,32.0,44.0
20,20,5,0.2,0.03884663581848145,0.036864280700683594,0.040929317474365234,0,20,-1,-1,-1
20,20,5,0.3,0.0535662055015564,0.05074954032897949,0.0588076114654541,0,20,-1,-1,-1
20,20,5,0.4,0.07199164628982543,0.05984044075012207,0.09873533248901367,0,20,-1,-1,-1
20,20,5,0.5,0.0775036334991455,0.07278203964233398,0.08278632164001465,0,20,-1,-1,-1
20,20,5,0.6,0.09928555488586426,0.09096264839172363,0.1136324405670166,0,20,-1,-1,-1
20,20,5,0.7,0.14447852373123168,0.1336069107055664,0.16951680183410645,0,20,-1,-1,-1
20,20,5,0.8,0.12585363388061524,0.10875940322875977,0.13859272003173828,0,20,-1,-1,-1
20,20,5,0.9,0.1364957094192505,0.1197361946105957,0.18650174140930176,0,20,-1,-1,-1
20,20,6,0.1,0.11372896432876586,0.042864084243774414,0.21839499473571777,20,0,38.55,34.0,44.0
20,20,6,0.2,0.05583137273788452,0.04886507987976074,0.06781768798828125,0,20,-1,-1,-1
20,20,6,0.3,0.07116293907165527,0.06781387329101562,0.07381939888000488,0,20,-1,-1,-1
20,20,6,0.4,0.094451904296875,0.08676743507385254,0.10265445709228516,0,20,-1,-1,-1
20,20,6,0.5,0.1138350486755371,0.11066341400146484,0.121673583984375,0,20,-1,-1,-1
20,20,6,0.6,0.13891384601593018,0.1317126750946045,0.14561057090759277,0,20,-1,-1,-1
20,20,6,0.7,0.22696366310119628,0.17852354049682617,0.25930261611938477,0,20,-1,-1,-1
20,20,6,0.8,0.18747241497039796,0.1655275821685791,0.2183830738067627,0,20,-1,-1,-1
20,20,6,0.9,0.14487988948822023,0.13963079452514648,0.15560388565063477,0,20,-1,-1,-1
20,20,7,0.1,0.12335749864578247,0.041774749755859375,0.1864643096923828,20,0,38.8,33.0,44.0
20,20,7,0.2,0.06230635643005371,0.05980706214904785,0.06582474708557129,0,20,-1,-1,-1
20,20,7,0.3,0.08490582704544067,0.08074569702148438,0.09072113037109375,0,20,-1,-1,-1
20,20,7,0.4,0.1110985279083252,0.1056826114654541,0.11370611190795898,0,20,-1,-1,-1
20,20,7,0.5,0.14127763509750366,0.1356675624847412,0.14757776260375977,0,20,-1,-1,-1
20,20,7,0.6,0.1736896514892578,0.1635274887084961,0.18346905708312988,0,20,-1,-1,-1
20,20,7,0.7,0.28440884351730344,0.24653100967407227,0.30754733085632324,0,20,-1,-1,-1
20,20,7,0.8,0.30929105281829833,0.2762610912322998,0.34010982513427734,0,20,-1,-1,-1
20,20,7,0.9,0.20564242601394653,0.19748878479003906,0.21342897415161133,0,20,-1,-1,-1
20,20,8,0.1,0.10600595474243164,0.049845218658447266,0.18949294090270996,20,0,37.3,31.0,45.0
20,20,8,0.2,0.15095338821411133,0.07875490188598633,0.6214735507965088,3,17,89.66666666666667,80.0,95.0
20,20,8,0.3,0.11099133491516114,0.10767722129821777,0.11468005180358887,0,20,-1,-1,-1
20,20,8,0.4,0.1493864893913269,0.13667750358581543,0.1914525032043457,0,20,-1,-1,-1
20,20,8,0.5,0.20619559288024902,0.17952823638916016,0.2553215026855469,0,20,-1,-1,-1
20,20,8,0.6,0.23473609685897828,0.2234029769897461,0.2567920684814453,0,20,-1,-1,-1
20,20,8,0.7,0.3527718663215637,0.3191070556640625,0.40190911293029785,0,20,-1,-1,-1
20,20,8,0.8,0.44903017282485963,0.43876051902770996,0.45978736877441406,0,20,-1,-1,-1
